代码,简称,公告标题,公告时间,公告
容完整的议案。委员会会议应于会议召开3日前发出会议通知，经全体委
员一致同意，可免除前述通知期限要求。 
 
第十九条 
薪酬与考核委员会定期会议、临时会议可采用书面、电话、电子邮件或
其他快捷方式进行通知。 
 
第五章 
议事与表决程序
4
 
第二十条 
薪酬与考核委员会应由三分之二以上的委员出席方可举行。 
 
公司董事可以出席薪酬与考核委员会会议，但非委员董事对会议议案没
有表决权。 
 
第二十一条 
薪酬与考核员会委员应当亲自出席会议，也可以委托其他委员代为出席
会议并行使表决权。 
 
薪酬与考核委员会委员每次只能委托一名其他委员代为行使表决权。 
 
第二十二条 
薪酬与考核委员会委员委托其他委员代为出席会议并行使表决权的，应
向会议主持人提交授权委托书。授权委托书应至迟于会议表决前提交给
会议主持人。 
 
第二十三条 
授权委托书应至少包括以下内容；  
 
(一) 
委托人姓名； 
(二) 
被委托人姓名； 
(三) 
代理委托事项； 
(四) 
对会议议题行使投票权的指示（同意、反对、弃权）； 
(五) 
授权委托的期限； 
(六) 
授权委托书签署日期。 
 
授权委托书应由委托人和被委托人签名。 
 
委托人不得在未说明其本人对会议议题的个人意见和表决意向的情况下
全权委托被委托人代为出席，被委托人也不得接受全权委托和授权不明
确的委托。 
 
第二十四条 
薪酬与考核委员会委员既不亲自出席会议，亦未委托其他委员代为出席
会议的，视为未出席相关会议。 
 
薪酬与考核委员会委员连续两次不出席会议的，视为不能适当履行其职
权，公司董事会可以撤销其委员职务。
5
 
第二十五条 
薪酬与考核委员会所作决议应经全体委员（包括未出席会议的委员）的
过半数通过方为有效。 
 
薪酬与考核委员会委员每人享有一票表决权。 
 
第二十六条 
薪酬与考核委员会会议主持人宣布会议开始后，即开始按顺序对每项会
议议题所对应的议案内容进行审议。 
 
第二十七条 
薪酬与考核委员会会议对所议事项采取集中审议、依次表决的规则，即
全部议案经所有与会委员审议完毕后，依照议案审议顺序对议案进行逐
项表决。 
 
第二十八条 
薪酬与考核委员会如认为必要，可以召集与会议议案有关的其他人员列
席会议介绍情况或发表意见，但非薪酬与考核委员会委员对议案没有表
决权。 
 
第二十九条 
出席会议的委员应本着认真负责的态度，对议案进行审议并充分表达个
人意见；委员对其个人的投票表决承担责任。 
 
薪酬与考核委员会定期会议和临时会议的表决方式均为记名投票表决，
表决意向为同意、反对、弃权。会议主持人应对每项议案的表决结果进
行统计并当场公布，由会议记录人将表决结果记录在案。 
 
第三十条 
薪酬与考核委员会会议应进行记录，记录人员为公司董事会办公室的工
作人员。 
 
第六章 
会议决议和会议记录 
 
第三十一条 
每项议案获得规定的有效表决票数后，经会议主持人宣布即形成薪酬与
考核委员会决议。 
 
薪酬与考核委员会决议经出席会议委员签字后生效，未依据法律、法规、
《公司章程》及本工作细则规定的合法程序，不得对已生效的薪酬与考
核委员会决议作任何修改或变更。
6
 
第三十二条 
薪酬与考核委员会委员或其指定的公司董事会办公室工作人员应至迟于
会议决议之次日，将会议决议有关情况向公司董事会通报。 
 
第三十三条 
薪酬与考核委员会决议的书面文件作为公司档案由公司保存，在公司存
续期间，保存期不得少于十年。 
 
第三十四条 
薪酬与考核委员会决议实施的过程中，薪酬与考核委员会主任或其指定
的其他委员应就决议的实施情况进行跟踪检查，在检查中发现有违反决
议的事项时，可以要求和督促有关人员予以纠正，有关人员若不采纳意
见，薪酬与考核委员会主任或其指定的委员应将有关情况向公司董事会
作出汇报，由公司董事会负责处理。 
 
第三十五条 
薪酬与考核委员会会议应当有书面记录，出席会议的委员和会议记录人
应当在会议记录上签名。出席会议的委员有权要求在记录上对其在会议
上的发言作出说明性记载。 
 
薪酬与考核委员会会议记录作为公司档案由公司董事会办公室保存。在
公司存续期间，保存期不得少于十年。 
 
第三十六条 
薪酬与考核委员会会议记录应至少包括以下内容； 
 
(一) 
会议召开的日期、地点和召集人姓名； 
(二) 
出席会议人员的姓名，受他人委托出席会议的应特别注明； 
(三) 
会议议程； 
(四) 
委员发言要点； 
(五) 
每一决议事项或议案的表决方式和结果（表决结果应载明同意、
反对或弃权的票数）； 
(六) 
其他应当在会议记录中说明和记载的事项。 
 
第七章 
附则 
 
第三十七条 
除非另有规定，本工作细则所称“以上”、 “不得少于”等均包含本数。 
 
第三十八条 
本工作细则未尽事宜，依照国家有关法律、法规、规范性文件以及《公
7
司章程》的有关规定执行。本工作细则与有关法律、法规、规范性文件
以及《公司章程》的有关规定不一致的，以有关法律、法规、规范性文
件以及《公司章程》的规定为准。 
 
第三十九条 
本工作细则由公司董事会负责制定、解释与修订。 
 
第四十条 
本工作细则自公司董事会审议通过之日起生效，修订时亦同。"
300760,迈瑞医疗,2023年度非经营性资金占用及其他关联资金往来情况汇总表,2024-04-27 00:00:00,"深圳迈瑞生物医疗电子股份有限公司 
2023 年年度非经营性资金占用及其他关联资金往来情况汇总表 
单位： 人民币元 
非经营性资金占用 
资金占用方
名称 
占用方与上
市公司的关
联关系 
上市公司核
算的会计科
目 
2023 年期初占
用资金余额 
2023 年度占用
累计发生金额 
(不含利息) 
2023 年度占
用资金的利息 
(如有) 
2023 年度偿
还累计发生金
额 
2023 年期
末占用资
金余额 
占用形
成原因 
占用性质 
控股股东、实际控制
人及其附属企业 
无 
不适用 
不适用 
- 
- 
- 
- 
- 
不适用 
不适用 
前控股股东、实际控
制人及其附属企业 
无 
不适用 
不适用 
- 
- 
- 
- 
- 
不适用 
不适用 
其他关联方及其附属
企业 
无 
不适用 
不适用 
- 
- 
- 
- 
- 
不适用 
不适用 
总计 
 
 
 
- 
- 
- 
- 
- 
 
 
其它关联资金往来 
资金往来方
名称 
往来方与上
市公司的关
联关系 
上市公司核
算的会计科
目 
2023 年期初往
来资金余额 
2023 年度往来
累计发生金额 
(不含利息) 
2023 年度往
来资金的利息 
(如有) 
2023 年度偿
还累计发生金
额 
2023 年期
末往来资
金余额 
往来形
成原因 
往来性质(经营性
往来、非经营性
往来) 
控股股东、实际控制
人及其附属企业 
无 
不适用 
不适用 
- 
- 
- 
- 
- 
不适用 
不适用 
上市公司的子公司及
其附属企业 
无 
不适用 
不适用 
- 
- 
- 
- 
- 
不适用 
非经营性往来 
其他关联方及其附属
企业 
无 
不适用 
不适用 
- 
- 
- 
- 
- 
不适用 
不适用 
总计 
 
 
 
- 
- 
- 
- 
-"
300760,迈瑞医疗,《董事、监事及高级管理人员薪酬管理制度》（2024年4月）,2024-04-27 00:00:00,"1 
 
深圳迈瑞生物医疗电子股份有限公司 
董事、监事及高级管理人员薪酬管理制度 
 
第一章 总则 
 
第一条 
为进一步完善深圳迈瑞生物医疗电子股份有限公司（以下简称
“公司”）董事、监事及高级管理人员的薪酬管理，建立和完善
经营者的激励约束机制，保持核心管理团队的稳定性，有效地调
动董事、监事及高级管理人员的工作积极性，提高公司经营管理
水平，促进公司健康、持续、稳定发展，根据《中华人民共和国
公司法》《上市公司治理准则》《深圳证券交易所创业板股票上
市规则》《深圳证券交易所上市公司自律监管指引第2号—创业板
上市公司规范运作》《公司章程》《薪酬与考核委员会工作细则》
等有关法律、法规的规定，结合公司的实际情况，特制定本制度。 
 
第二条 
本制度适用于公司董事、监事及高级管理人员。高级管理人员指
公司总经理、副总经理、董事会秘书、财务负责人。 
 
第三条 
公司薪酬制度遵循以下原则： 
（一） 按岗位确定薪酬原则：公司内部各岗位薪酬体现各岗位对
公司的价值，体现“责、权、利”的统一； 
（二）按绩效评价标准、程序及主要评价体系的原则； 
（三）个人薪酬与公司长远利益相结合的原则； 
（四）激励与约束并重、奖罚对等的原则。 
 
第二章 薪酬管理机构  
 
第四条 
公司董事会负责审议公司高级管理人员的薪酬；公司股东大会负
责审议董事、监事的薪酬。 
 
第五条 
公司董事会薪酬与考核委员会在董事会的授权下，负责制定公司
董事、高级管理人员的薪酬标准与方案；负责审查公司董事、高
2 
 
级管理人员履行职责情况并对其进行年度考核；负责评估是否需
要针对特定董事、高级管理人员发起绩效薪酬的追索扣回程序；
负责对公司薪酬制度执行情况进行监督。   
 
第六条 
公司人力资源部、财务部配合董事会薪酬与考核委员会进行公司
高级管理人员薪酬方案的具体实施。 
 
第三章 薪酬标准 
 
第七条 
董事会成员薪酬： 
（一）非独立董事 
1、外部投资人股东委派的董事，不在公司领取薪酬。 
2、公司董事长以及同时兼任高级管理人员的非独立董事，按第九
条执行。 
3、公司同时兼任非高级管理人员职务的非独立董事及其他非独立
董事，其薪酬根据其在公司的具体任职岗位职责及其对公司发展
的贡献确定。 
（二）独立董事 
独立董事薪酬实行独立董事津贴制，津贴标准为400,000元/年（税
前），由公司股东大会审议决定。公司独立董事行使职责所需的
合理费用由公司承担。 
第八条 
监事会成员薪酬： 
（一）非职工代表监事同时在公司担任工作职务的，按其工作岗
位领取薪酬。 
（二）公司职工代表大会选举产生的职工代表监事，按其工作岗
位领取薪酬。 
第九条 
公司高级管理人员的薪酬由基本薪酬和绩效薪酬组成。计算公式
为：年度薪酬=基本薪酬+绩效薪酬。 
（一）基本薪酬：根据高级管理人员管理岗位的主要范围、职责、
重要性以及其他相关企业相关岗位的薪酬水平为年度的基本报酬；
3 
 
（二）绩效薪酬：根据公司绩效评价标准、程序、主要评价体系、
奖励和惩罚、年度目标绩效奖金为基础，与公司年度经营绩效相
挂钩，年终根据公司董事会薪酬与考核委员会当年考核结果发放。 
 
第四章 薪酬发放 
 
第十条 
在公司领取薪酬的董事、监事及高级管理人员的薪酬发放按照公
司内部的薪酬发放制度执行。独立董事津贴于股东大会通过其任
职或薪酬决议之日起的次月按月发放。 
 
第十一条 
公司董事、监事及高级管理人员的薪酬，由公司按照国家有关规
定代扣代缴个人所得税。 
 
第五章 薪酬追索扣回 
第十二条 
公司董事会薪酬与考核委员会在董事会授权下，评估是否需要针
对特定董事、高级管理人员发起绩效薪酬的追索扣回程序。 
 
第十三条 
公司董事、高级管理人员在任期内的任一考核年度，出现下列情
况之一时，董事会薪酬与考核委员会应考虑决定是否扣减特定公
司董事、高级管理人员当年绩效薪酬或不予发放其当年绩效薪酬，
或追回已发放的部分或全部绩效薪酬： 
（一）被证券交易所公开谴责或宣布为不适当人选的； 
（二）因重大违法违规行为被中国证券监督管理委员会予以行政
处罚的； 
（三）因个人原因擅自离职、辞职或被免职的； 
（四）公司董事会或薪酬与考核委员会认定严重违反公司有关规
定的其他情形。 
 
第十四条 
董事会薪酬与考核委员会定期地对公司董事、高级管理人员的履
职情况进行审查时，或对公司董事、高级管理人员的绩效情况进
4 
 
行考评时，评估相关董事、高级管理人员是否触发本制度第十三
条规定的追索扣回的情形。 
 
第十五条 
出现本制度第十三条所列情况时，董事会薪酬与考核委员会根据
公司遭受的经济损失情况、重大不良影响的严重程度以及董事、
高级管理人员采取弥补应对措施的主动性及有效性等综合因素，
评估确定是否需要针对相关责任人员的绩效薪酬发起追索扣回程
序以及具体追索扣回的金额及比例。 
 
第十六条 
若公司董事会薪酬与考核委员会最终决定启动追索扣回程序，由
公司人力资源部、财务部牵头负责具体追索扣回事宜，其他相关
部门予以配合。公司人力资源部、财务部应及时停止支付尚未支
付的绩效薪酬，对于已支付的绩效薪酬，应及时与相关董事、高
级管理人员沟通追回，必要时可以发送函件进行追索，函件应列
明追索依据、金额、退缴形式和时限等。相关董事、高级管理人
员收到追索扣回函件后应及时予以退缴，退缴有困难的，可申请
延迟退缴，但最长不超过 2 年。 
 
第十七条 
公司董事（包括独立董事）和监事亦可向董事会薪酬与考核委员
会提议对特定董事、高级管理人员的绩效薪酬发起追索扣回程序，
经董事会薪酬与考核委员会审查评估认为确需对相关人员绩效薪
酬进行追索扣回的，按照本制度第十六条规定的工作程序进行具
体执行。 
 
第十八条 
公司董事、高级管理人员及内部相关部门及责任人员违反本制度
规定，未实施或不配合实施绩效薪酬追索扣回，或违规实施绩效
薪酬追索扣回的，公司应视情节轻重给予有过错的责任人相应的
处分，相关责任人给公司造成损失的，还应承担赔偿责任。 
 
第十九条 
本制度对于绩效薪酬追索扣回的未尽事宜，按照公司与相关董事、
5 
 
高级管理人员签署的《劳动合同》或聘任合同的相关约定执行。
《劳动合同》或聘任合同的约定与本制度不一致的，在法律允许
的范围内以本制度的约定为准。 
 
第二十条 
公司董事会薪酬与考核委员会有权对绩效薪酬之外的其他可变薪
酬（包括但不限于股权、期权、员工持股计划以及其他公司根据
实际情况发放的专项奖金、激励或奖励等）发起追索扣回程序，
具体参照绩效薪酬的追索扣回程序执行。 
 
第六章 薪酬调整 
 
第二十一条 薪酬体系应为公司的经营战略服务，并随着公司经营状况的不断
变化而作相应的调整以适应公司的进一步发展需要。 
第二十二条 公司董事、监事及高级管理人员的薪酬调整依据为： 
（一）同行业薪酬增幅水平：每年通过市场薪酬报告或公开的薪
酬数据，收集同行业的薪酬数据，并进行汇总分析，作为公司薪
酬调整的参考依据。 
（二）通胀水平：参考通胀水平，以使薪酬的实际购买力水平不
降低作为公司薪酬调整的参考依据。 
（三）公司盈利状况。 
（四）组织结构调整。 
（五）岗位发生变动的个别调整。 
第二十三条 经公司董事会薪酬与考核委员会审批，可以临时性的为专门事项
设立专项奖励或惩罚，作为对在公司任职的董事、监事及高级管
理人员的薪酬的补充。 
 
第七章 附则 
第二十四条 本制度未尽事宜，按照有关法律、法规、规范性文件和《公司章
程》等相关规定执行。 
第二十五条 公司与董事、监事及高级管理人员发生的与本制度有关的任何纠
纷或争议，应当先行通过协商解决。如果在纠纷或争议发生之日
6 
 
起15日内不能协商解决的，各方应按照已签署的《劳动合同》或
聘任合同约定通过诉讼或仲裁方式解决。 
第二十六条 本制度自公司股东大会审议通过之日起生效，修改时亦同。 
第二十七条 本制度由公司董事会薪酬与考核委员会负责解释。"
300760,迈瑞医疗,2023年度独立董事述职报告（周先意）,2024-04-27 00:00:00,"深圳迈瑞生物医疗电子股份有限公司 
2023 年度独立董事述职报告（周先意） 
 
本人（周先意）作为深圳迈瑞生物医疗电子股份有限公司（下称“公司”“上市公司”或
“迈瑞医疗”）的第八届董事会独立董事，在任职期间严格按照《中华人民共和国公司法》
《中华人民共和国证券法》《上市公司独立董事管理办法》及公司《独立董事工作制度》等
相关法律法规、规范性文件和公司制度的规定和要求，认真履行职责，充分发挥独立董事的
独立性和专业性作用，维护公司整体利益，维护全体股东尤其是中小股东的合法权益。现将
2023 年度担任独立董事的履职情况报告如下： 
一、基本情况 
（一）工作履历、专业背景及兼职情况 
本人周先意，男，1957 年出生，中国国籍，无境外永久居留权。毕业于中国科学技术
大学物理系，获理学博士学位。1984 年起在中国科学技术大学近代物理系任教，历任助
教、讲师、副教授、教授（博士生导师），1994 年至1996 年作为洪堡学者在德国慕尼黑联
邦国防大学从事合作研究。1998 年9 月起在中国科学技术大学历任近代物理系副系主任、
系主任、理学院副院长、人事师资处处长、校长助理、校党委常委、副校长。现任中国科学
技术大学教授、合肥国家实验室研究员、中国科学技术大学关心下一代工作委员会副主任。
2023 年5 月18 日经迈瑞医疗2022 年年度股东大会获选举为公司第八届董事会独立董事。 
（二）不存在影响独立性的情况 
任职期间，本人不在迈瑞医疗担任除独立董事外的其他职务，与迈瑞医疗及其主要股东
不存在直接或者间接利害关系，或者其他可能影响其进行独立客观判断的关系；独立履行职
责，不受迈瑞医疗及其主要股东等单位或者个人的影响。 
2023 年，本人对独立性情况进行了自查，确认已满足各项监管规定中对于出任迈瑞医
疗独立董事所应具备的独立性要求，并将自查情况提交董事会；董事会对本人的独立性情况
进行了评估，未发现可能影响本人作为独立董事进行独立客观判断的情形，认为本人作为独
立董事继续保持独立性。 
二、年度履职概况 
（一）出席会议情况
任期期间，本人投入足够的时间履行职责，努力做到亲自出席应出席的董事会及专门委
员会会议，参与董事会决策并对所议事项发表明确意见。未出现连续两次未能亲自出席，及
委托其他独立董事代为出席的情况。 
1、出席董事会及股东大会的情况 
2023 年度，迈瑞医疗董事会召开5 次会议，召集召开股东大会3 次。本人自2023 年5
月18 日起任公司第八届董事会独立董事，任职期间出席会议情况如下： 
董事姓名 应参加董
事会次数 
现场出席
董事会次
数 
以通讯方式
参加董事会
次数 
委托出席
董事会次
数 
缺席董事
会次数 
是否连续两
次未亲自参
加董事会会
议 
出席股东
大会次数 
周先意 
4 
3 
1 
0 
0 
否 
2 
2、出席董事会专门委员会情况 
2023 年，迈瑞医疗董事会下设4 个专门委员会（战略与可持续发展委员会、提名委员
会、薪酬与考核委员会与审计委员会）共召开11 次会议。 
本人作为第八届董事会提名委员会主任委员、战略与可持续发展委员会委员，任职期间
应参加委员会会议3 次，没有委托或缺席情况。 
3、审议议案及投票表决情况 
本人会前认真审阅会议材料，必要时与董事会秘书等管理层进行预沟通，就拟审议事项
进行询问、要求补充材料、提出意见建议等，得到及时反馈。没有事先否决的情况。 
在深入了解情况的基础上，本人对董事会及专门委员会审议的所有事项作出客观决策，
经审慎考虑后均投出赞成票，未出现投反对票或者弃权票的情形，也未遇到无法发表意见的
情况。 
（二）履职重点关注事项及履职情况 
作为独立董事，对《上市公司独立董事管理办法》第二十三条、第二十六条、第二十七
条和第二十八条所列上市公司与其控股股东、实际控制人、董事、高级管理人员之间的潜在
重大利益冲突事项进行监督，促使董事会决策符合迈瑞医疗整体利益，保护中小股东合法权
益。未发现存在违反法律、行政法规、中国证监会规定、深交所业务规则和《公司章程》规
定，或者违反股东大会和董事会决议等情形；涉及披露事项的，迈瑞医疗均及时披露。未发
生独立聘请中介机构对上市公司具体事项进行审计、咨询或者核查，向董事会提议召开临时
股东大会，提议召开董事会会议，依法公开向股东征集股东权利等情况。
2023 年，本人按照相关法律法规、规章及《公司章程》的要求，主动、有效、独立地
履行职责，对重大事务进行独立判断和决策，具体情况如下： 
1、披露财务会计报告及定期报告中的财务信息、内部控制评价报告 
2023 年任职期间，迈瑞医疗第八届董事会及审计委员会审议通过了2023 年半年度报
告，2023 年第三季度报告和2023 年前三季度利润分配方案等议案。本人作为独立董事，对
上述议案及报告进行了认真审阅，认为报告的编制程序符合法律法规、规范性文件和《公司
章程》的要求，格式和内容符合中国证监会和深交所的有关规定，内容真实、准确、完整地
反映了对应报告期内经营管理和财务等各方面的实际情况，不存在任何虚假记载、误导性陈
述或者重大遗漏。 
2、聘用或解聘承办审计业务的会计师事务所 
本人担任公司独立董事期间，公司未改聘会计师事务所。 
3、聘任或解聘财务负责人 
2023 年，因公司换届选举，迈瑞医疗第八届董事会第一次会议审议通过了《关于聘任
公司财务负责人的议案》，候选人经总经理提名，由董事会提名委员会进行任职资格审查
后，提交董事会审议。根据候选人个人履历、工作实绩等，本人作为独立董事，认为其符合
上市公司高级管理人员的任职资格，具有履行职责所必需的工作能力。 
4、提名董事，聘任高级管理人员 
2023 年，迈瑞医疗第八届董事会及提名委员会一致通过了关于换届选举暨聘任高级管
理人员、提名补选第八届董事会独立董事候选人等事项，本人作为独立董事，对上述事项进
行了审核，认为高级管理人员候选人、独立董事候选人的任职资格符合相关法律法规、规范
性文件及《公司章程》的有关规定要求，高级管理人员的聘任、独立董事补选的审议和表决
程序合法合规，不存在损害公司及公司股东特别是中小股东利益的情形。 
5、2023 年任职期间，迈瑞医疗未涉及的事项：应当披露的关联交易，上市公司及相关
方变更或豁免承诺的方案，被收购上市公司董事会针对收购所做出的决策及采取的措施，因
会计准则变更以外的原因做出会计政策、会计估计变更或者重大会计差错更正，董事、高级
管理人员薪酬，制定或者变更股权激励计划、员工持股计划，激励对象获授权益、行使权益
条件成就，董事、高级管理人员在拟分拆所属子公司安排持股计划。 
6、2023 年，本人本着勤勉尽责的态度积极参加公司董事会及专门委员会，认真审阅会
议材料及听取汇报，对经营发展提供专业、客观的建议，促进提升董事会决策水平，全部得
到采纳或回应。例如，在2023 年10 月公司第八届董事会战略与可持续发展委员会2023 年
第三次会议发言表示：专门委员会和独立董事在公司合规经营方面发挥着监督作用，提示上
市公司及下属子公司在战略及业务发展规划方面做到审慎评估、合规决策。 
（三）通过多种方式履行职责、保护中小股东合法权益的情况 
除按规定积极出席股东大会、董事会及其专门委员会外，本人持续通过多种方式履行职
责： 
1、定期及不定期获取迈瑞医疗经营情况等资料。除审阅历次会议材料外，认真研读迈
瑞医疗报送的经营信息、财务报告、内部控制审计等资料和报告，通过电子邮件、微信沟通
等形式，学习中央金融工作会议、中央经济工作会议、证监会重要精神和监管政策，了解迈
瑞医疗的日常经营状态和内部控制、规范运作情况，获取经营管理信息及资本市场资讯。 
2、定期听取管理层关于经营管理情况、风险管理、内部审计、合规内控等工作汇报，
现场或通过电子邮件、电话、微信等形式，与董事长及各董事及管理层成员保持日常联系，
随时提出问题及要求提供相关资料，或要求就本人关注的问题进行专题汇报或作出说明；加
强与监事会及各监事的沟通协调，定期听取监事会监督提示意见。 
3、与内部审计机构和承办审计业务的会计师事务所进行沟通。定期听取或审阅内部审
计工作报告，与内部控制负责人就审计工作的连贯性和一致性、重点领域的风险揭示和防范
化解、审计发现问题的整改与责任认定、内审人员和队伍建设、内外审协同等进行沟通。作
为独立董事，定期听取会计师事务所提交的年度审计计划阶段报告、年度审计报告及半年度
审阅报告，审阅年度审计工作安排及其他相关资料，全面深入了解审计的真实准确情况；关
注定期报告董事会审议事项的决策程序，对需要提交董事会审议的事项作出审慎周全的判断
和决策；持续加强与会计师的沟通，就关键审计事项和审计应对、审计工具和方法论等重点
关注事项进行讨论，提示会计师加强对审计委员会的提示与沟通。 
4、参加实地调研考察活动。2023 年，本人及部分独立董事对迈瑞医疗光明生产基地进
行了调研考察，并在迈瑞医疗总部与高管座谈。 
5、持续加强法律法规及规则的学习，不断提高履职能力。2023 年12 月参加了上市公
司独立董事制度改革解读视频培训，听取证监会培训老师对《上市公司独立董事管理办法》
的专业解读和分析。 
6、与中小股东沟通。2023 年任期内，本人积极出席股东大会与中小股东进行沟通交
流。
（四）在迈瑞医疗现场工作情况 
本人保证有足够的时间和精力有效履职，担任独立董事的境内上市公司数量不超过三
家。 
2023 年，本人通过积极参加董事会及其专门委员会会议、股东大会等方式，审阅会议
材料，与各方沟通，充分了解公司生产经营情况、财务管理和内部控制的执行情况，密切跟
进公司各重大事项的进展情况，掌握公司的生产经营动态，积极履行独立董事职责。 
（五）迈瑞医疗为独立董事履职提供支持的情况 
迈瑞医疗进一步增强公司治理和经营管理透明度，本人与董事会其他董事及监事会、管
理层之间形成了有效的良性沟通机制，更加有利于科学决策。本人认为，了解经营管理情况
的途径多样、方式灵活、渠道顺畅、沟通有效，能够及时了解重要经营信息，知情权得到充
分的保障，在履职过程中未受到任何干扰或阻碍。 
1、迈瑞医疗为本人履行职责提供必要的工作条件和人员支持，董事会秘书及董事会办
公室协助本人履行职责。董事长及董事会秘书确保本人与其他董事、高级管理人员及其他相
关人员之间的信息畅通，确保本人履行职责时能够获得足够的资源和必要的专业意见。 
2、保障本人享有与其他董事及独立董事同等的知情权，定期通报情况、提供资料，组
织或者配合开展调研考察培训等工作。在董事会及专门委员会审议重大复杂事项前，充分听
取本人意见，并及时向本人反馈意见采纳情况。 
3、及时向本人发出董事会会议通知和资料，并提供有效沟通渠道。董事会及专门委员
会会议以现场召开为原则，并提供视频、电话等参会方式。在保证本人及全体参会董事能够
充分沟通并表达意见的前提下，部分会议依照程序采用通讯表决方式召开。 
4、董事、高级管理人员等相关人员积极配合本人行使职权，不存在拒绝、阻碍或者隐
瞒相关信息，干预本人独立行使职权等情况。 
5、给予本人适当的津贴。津贴的标准由董事会制订方案，股东大会审议通过，并在年
度报告中进行披露。除上述津贴外，本人不从迈瑞医疗及其主要股东或者有利害关系的单位
和人员取得其他利益。 
四、总体评价和建议 
2023 年任期内，本人诚信、独立、勤勉地履行独立董事职责，在董事会中发挥参与决
策、监督制衡、专业咨询作用，切实维护迈瑞医疗整体利益，保护中小股东的合法权益，不
受迈瑞医疗主要股东、实际控制人或者其他与迈瑞医疗存在重大利害关系的单位或者个人的
影响。 
2024 年，本人将继续承担对迈瑞医疗及全体股东负有的忠实与勤勉义务，遵守法律、
行政法规、中国证监会规定、深交所业务规则、《公司章程》及《独立董事工作制度》的规
定，认真履行职责，建议按照相关监管规定及公司《独立董事工作制度》，定期或者不定期
召开独立董事专门会议，研究相关事项和履职相关问题，尤其关注中小股东的合法权益不受
损害，为公司治理优化、董事会建设和经营管理进步作出应有贡献。  
 
特此公告。 
 
 
独立董事：周先意 
2024 年4 月27 日"
300760,迈瑞医疗,董事会对独董独立性评估的专项意见,2024-04-27 00:00:00,"深圳迈瑞生物医疗电子股份有限公司董事会 
关于独立董事独立性自查情况的专项意见 
 
根据中国证券监督管理委员会《上市公司独立董事管理办法》、深圳证券交
易所《深圳证券交易所上市公司自律监管指引第2 号——创业板上市公司规范运
作》等要求，深圳迈瑞生物医疗电子股份有限公司（以下简称“公司”）董事会，
就公司在任独立董事梁沪明、周先意、胡善荣、高圣平、许静、孔昱的独立性情
况进行评估并出具如下专项意见： 
经核查独立董事梁沪明、周先意、胡善荣、高圣平、许静、孔昱的任职经历
以及其签署的相关自查文件，上述人员未在公司担任除独立董事以外的任何职务，
也未在公司主要股东公司担任任何职务，与公司以及主要股东之间不存在利害关
系或其他可能妨碍其进行独立客观判断的关系，不存在影响独立董事独立性的情
况。因此，公司董事会认为，公司在任独立董事符合《上市公司独立董事管理办
法》《深圳证券交易所上市公司自律监管指引第2 号——创业板上市公司规范运
作》等法律法规中对独立董事独立性的相关要求。 
 
 
深圳迈瑞生物医疗电子股份有限公司董事会 
2024 年4 月27 日"
